ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,JuegoID
254,Rotura,14/01/2024,Cerrada,"['210-74-6960', '308-46-4157', '511-45-5342']",['MNT-14764'],7024246
255,Desgaste,20/04/2024,Cerrada,"['082-26-0878', '744-27-5948', '916-97-8886']",['MNT-08194'],9288549
256,Vandalismo,28/06/2024,Abierta,"['109-89-0502', '296-43-3824', '949-61-3857']","['MNT-01955', 'MNT-03591', 'MNT-11987']",9191624
257,Vandalismo,15/04/2024,Cerrada,"['834-54-5708', '486-68-9543', '037-38-3608']",['MNT-14660'],9271300
258,Mal funcionamiento,03/02/2024,Cerrada,"['845-40-4850', '259-31-6045', '845-40-7598']",['MNT-11312'],59764
259,Vandalismo,19/05/2024,Abierta,['908-00-9229'],['MNT-10556'],9433293
260,Vandalismo,06/02/2024,Abierta,"['939-52-3865', '252-66-1363', '899-69-0478']","['MNT-07092', 'MNT-11539']",4749949
261,Vandalismo,22/01/2024,Cerrada,"['666-47-6491', '546-88-7217', '359-91-7006']",['MNT-06394'],4749933
262,Vandalismo,04/04/2024,Abierta,['546-46-3686'],['MNT-08775'],8987305
263,Desgaste,07/07/2024,Cerrada,['622-69-8849'],['MNT-05304'],34861
264,Rotura,05/08/2024,Cerrada,['516-54-5377'],['MNT-02904'],9536341
265,Desgaste,20/04/2024,Cerrada,"['266-62-9254', '020-04-8201', '354-57-4284']","['MNT-01742', 'MNT-14010']",53091
266,Rotura,01/04/2024,Abierta,['364-09-9042'],['MNT-07555'],19728
267,Mal funcionamiento,07/12/2023,Abierta,['128-94-2803'],['MNT-13141'],25038
268,Desgaste,30/01/2024,Abierta,"['679-27-8776', '593-81-2295', '636-73-2770']",['MNT-06031'],20503
269,Desgaste,30/05/2024,Cerrada,"['317-59-9842', '876-80-0191']",['MNT-06297'],59038
270,Vandalismo,28/05/2024,Abierta,['556-01-9324'],['MNT-12008'],3576356
271,Rotura,05/03/2024,Abierta,"['933-79-7522', '570-60-1091']",['MNT-04611'],19434
272,Desgaste,22/09/2024,Abierta,"['554-40-3305', '844-06-6042']",['MNT-01532'],3575589
273,Desgaste,19/11/2023,Abierta,"['102-99-6624', '016-11-0505', '438-40-3067']",['MNT-08947'],20143
274,Rotura,29/09/2024,Cerrada,['314-02-1194'],['MNT-01186'],9391783
275,Mal funcionamiento,24/03/2024,Abierta,['505-30-4051'],['MNT-03178'],7247732
276,Rotura,20/08/2024,Cerrada,"['092-70-0241', '617-98-7825', '745-40-3149']",['MNT-01203'],35241
277,Rotura,04/12/2023,Abierta,"['254-17-9200', '465-63-9065']",['MNT-06269'],9407627
278,Desgaste,24/03/2024,Abierta,['408-42-0612'],['MNT-06027'],21479
279,Mal funcionamiento,04/11/2023,Abierta,"['973-97-9814', '294-55-2511', '386-78-8491']",['MNT-06188'],19764
280,Desgaste,13/08/2024,Cerrada,"['323-15-6457', '149-68-7937']",['MNT-03059'],8976384
281,Vandalismo,22/11/2023,Cerrada,['661-33-5619'],['MNT-11922'],18876
282,Vandalismo,29/04/2024,Abierta,['290-17-3796'],"['MNT-11254', 'MNT-14093']",58107
283,Rotura,06/11/2023,Abierta,"['829-99-2627', '690-39-4985', '332-10-5747']",['MNT-03276'],3565660
284,Rotura,10/09/2024,Cerrada,"['087-05-8772', '601-46-5956', '772-50-1904']",['MNT-06584'],33963
285,Mal funcionamiento,01/07/2024,Cerrada,"['899-41-5279', '706-89-6262', '921-60-5646']",['MNT-14822'],9494165
286,Mal funcionamiento,29/11/2023,Abierta,"['693-95-3599', '801-44-8498', '799-85-2772']","['MNT-00800', 'MNT-06358']",5133171
287,Vandalismo,09/09/2024,Cerrada,"['854-01-1658', '849-09-8804']",['MNT-01236'],7859240
288,Desgaste,16/03/2024,Abierta,"['038-94-8332', '475-13-4254', '205-69-7018']","['MNT-09598', 'MNT-12651']",7107753
289,Desgaste,02/12/2023,Cerrada,['562-19-2187'],['MNT-06873'],6778283
290,Desgaste,10/11/2024,Abierta,['092-00-2589'],['MNT-03809'],33998
291,Rotura,25/11/2023,Abierta,"['797-44-0928', '697-71-6455', '377-94-5948']","['MNT-08851', 'MNT-10761']",7125256
292,Vandalismo,30/08/2024,Abierta,"['986-48-1472', '255-47-8286', '889-80-5713']",['MNT-00034'],21749
293,Mal funcionamiento,24/05/2024,Cerrada,['864-35-3807'],['MNT-08818'],20636
294,Vandalismo,23/10/2023,Cerrada,['598-77-6579'],['MNT-14819'],4985743
295,Desgaste,28/02/2024,Abierta,['418-94-3505'],['MNT-06651'],5195576
296,Mal funcionamiento,23/08/2024,Abierta,"['074-12-1942', '886-72-5197', '457-21-3953']",['MNT-14682'],59599
297,Desgaste,19/10/2023,Abierta,['870-97-0337'],['MNT-11961'],9180721
298,Mal funcionamiento,09/07/2024,Abierta,"['834-21-1410', '702-46-1298', '697-85-2663']",['MNT-07216'],20390
299,Desgaste,20/06/2024,Cerrada,"['081-33-0808', '132-42-2684']",['MNT-00987'],34826
300,Mal funcionamiento,27/06/2024,Cerrada,"['105-77-5465', '116-73-6504', '409-45-1300']","['MNT-06168', 'MNT-10272']",57981
301,Desgaste,01/10/2024,Abierta,['179-18-2765'],"['MNT-00710', 'MNT-07639']",19478
302,Rotura,25/12/2023,Cerrada,['442-65-1949'],['MNT-07886'],20607
303,Mal funcionamiento,05/03/2024,Abierta,"['197-71-4142', '037-73-5122', '530-21-9840']",['MNT-02719'],7602203
304,Vandalismo,01/04/2024,Abierta,"['734-99-4684', '213-95-8703']",['MNT-05347'],9494597
305,Vandalismo,18/02/2024,Cerrada,"['179-63-9808', '502-02-6662']",['MNT-10595'],3567817
306,Mal funcionamiento,12/04/2024,Abierta,['159-40-5926'],['MNT-08730'],34075
307,Vandalismo,21/07/2024,Cerrada,"['454-52-0766', '280-62-2915']",['MNT-00765'],4737891
308,Mal funcionamiento,07/05/2024,Cerrada,"['538-12-6517', '155-06-1796', '043-64-3191']",['MNT-08959'],3566874
309,Vandalismo,16/02/2024,Abierta,"['602-03-1664', '147-50-0341']",['MNT-08132'],53056
310,Vandalismo,28/12/2023,Abierta,['160-91-0453'],"['MNT-02112', 'MNT-11757']",58875
311,Vandalismo,07/08/2024,Abierta,['096-58-1468'],['MNT-12719'],7212412
312,Vandalismo,22/11/2023,Abierta,"['055-11-7491', '757-10-7998', '197-83-8049']",['MNT-04056'],9288661
313,Mal funcionamiento,01/01/2024,Cerrada,"['593-28-1463', '306-25-1863', '535-50-0905']",['MNT-07446'],9182990
314,Rotura,01/09/2024,Abierta,['927-72-9530'],['MNT-06380'],52248
315,Mal funcionamiento,12/02/2024,Cerrada,"['351-14-5876', '163-56-3154']","['MNT-01497', 'MNT-06346']",59508
316,Mal funcionamiento,25/07/2024,Abierta,['197-60-9711'],['MNT-14442'],59987
317,Desgaste,05/12/2024,Abierta,"['560-92-4692', '045-85-1947']",['MNT-04248'],9187334
318,Desgaste,14/05/2024,Abierta,"['891-85-4446', '254-61-5659', '014-14-0644']",['MNT-01358'],21678
319,Rotura,31/07/2024,Cerrada,"['665-21-6981', '116-65-9334']",['MNT-14311'],4963705
320,Rotura,10/02/2024,Cerrada,['853-33-3261'],"['MNT-01228', 'MNT-05569']",5658796
321,Mal funcionamiento,18/05/2024,Abierta,"['467-60-3084', '830-67-4076']",['MNT-03167'],35058
322,Desgaste,11/06/2024,Abierta,"['290-89-2769', '998-38-2592']","['MNT-04162', 'MNT-07685']",3530345
323,Vandalismo,03/11/2023,Abierta,"['210-69-7560', '064-76-8007']","['MNT-05129', 'MNT-11083']",59501
324,Mal funcionamiento,29/04/2024,Abierta,['630-81-6658'],['MNT-12584'],21294
325,Rotura,15/10/2023,Abierta,['420-51-9943'],['MNT-10574'],5658187
326,Vandalismo,04/08/2024,Cerrada,"['359-75-6058', '065-70-5779', '261-05-7926']",['MNT-06406'],34873
327,Vandalismo,06/01/2024,Cerrada,"['859-47-0545', '599-74-8656', '094-76-6065']",['MNT-08371'],5003514
328,Desgaste,13/04/2024,Cerrada,['053-91-2605'],"['MNT-02642', 'MNT-12932']",22545
329,Vandalismo,18/02/2024,Abierta,"['982-37-3796', '458-10-1128']",['MNT-00190'],53208
330,Desgaste,04/05/2024,Abierta,['756-12-6297'],"['MNT-00504', 'MNT-12418']",9427406
331,Desgaste,04/07/2024,Abierta,"['219-99-4951', '236-84-5106', '732-13-6410']",['MNT-00022'],25582
332,Vandalismo,27/07/2024,Cerrada,"['550-30-7486', '926-68-0103', '301-25-6988']",['MNT-07468'],3566873
333,Desgaste,12/08/2024,Cerrada,['572-97-5101'],['MNT-02659'],58010
334,Vandalismo,08/07/2024,Cerrada,"['836-96-3846', '294-16-8118']",['MNT-11750'],35051
335,Vandalismo,11/03/2024,Abierta,"['772-45-1594', '980-70-8235']","['MNT-02528', 'MNT-04445']",9291633
336,Mal funcionamiento,27/09/2024,Abierta,"['100-74-9205', '759-83-8175', '479-05-1176']","['MNT-06088', 'MNT-07349', 'MNT-11380']",7116366
337,Mal funcionamiento,31/05/2024,Cerrada,['534-40-4833'],['MNT-00358'],19369
338,Rotura,14/02/2024,Cerrada,"['365-96-5751', '251-75-3243', '305-89-6733']","['MNT-12691', 'MNT-14141']",3532743
339,Rotura,19/08/2024,Abierta,"['012-44-7679', '322-56-1953']","['MNT-04902', 'MNT-07611']",9397685
340,Desgaste,28/06/2024,Cerrada,['176-58-1345'],['MNT-07096'],9391939
341,Mal funcionamiento,21/03/2024,Cerrada,"['810-98-7093', '412-13-3492']",['MNT-12939'],9294651
342,Desgaste,21/12/2023,Abierta,['527-92-2589'],['MNT-08229'],52995
343,Desgaste,26/10/2023,Cerrada,"['500-16-2930', '376-33-9110']",['MNT-02029'],4988365
344,Mal funcionamiento,07/07/2024,Cerrada,"['990-76-4251', '668-52-1770']",['MNT-04642'],59122
345,Mal funcionamiento,06/08/2024,Abierta,"['490-19-1026', '353-88-3076']",['MNT-03586'],3565856
346,Mal funcionamiento,18/08/2024,Abierta,['499-12-3033'],"['MNT-02642', 'MNT-12932']",22545
347,Rotura,16/02/2024,Abierta,"['697-74-4853', '634-01-3981', '602-03-1664']","['MNT-03208', 'MNT-08841']",9295807
348,Rotura,23/10/2023,Cerrada,['724-93-2993'],['MNT-06925'],6878832
349,Mal funcionamiento,03/05/2024,Abierta,['458-48-7450'],['MNT-04471'],9139419
350,Rotura,30/08/2024,Abierta,"['562-51-6195', '757-96-7008']",['MNT-04213'],34049
351,Vandalismo,02/05/2024,Abierta,['394-00-5301'],['MNT-10219'],7861592
352,Rotura,09/10/2024,Cerrada,"['703-36-0172', '630-84-3384']",['MNT-11313'],7928437
353,Vandalismo,17/04/2024,Cerrada,['366-53-9810'],"['MNT-01014', 'MNT-08644']",3580281
354,Mal funcionamiento,25/12/2023,Abierta,['329-98-1190'],"['MNT-04902', 'MNT-07611']",9397685
355,Mal funcionamiento,26/01/2024,Cerrada,"['818-45-3964', '610-76-5829']",['MNT-03407'],7182470
356,Vandalismo,03/10/2024,Abierta,"['804-78-3227', '661-43-9555', '297-12-3457']",['MNT-00518'],9398209
357,Desgaste,14/04/2024,Cerrada,"['894-92-9540', '171-84-7504']",['MNT-14663'],9433289
358,Rotura,16/01/2024,Cerrada,"['938-09-9014', '523-87-5555']",['MNT-12509'],59572
359,Mal funcionamiento,13/03/2024,Abierta,['279-62-8606'],['MNT-06599'],5241124
360,Vandalismo,22/04/2024,Abierta,"['307-63-8735', '252-66-1363', '942-60-7156']",['MNT-07949'],3742193
361,Desgaste,28/03/2024,Abierta,"['071-87-8731', '721-04-3678']",['MNT-07647'],21282
362,Rotura,23/11/2023,Abierta,['151-30-3233'],['MNT-11004'],59712
363,Desgaste,16/12/2023,Cerrada,['997-84-7953'],['MNT-14682'],59599
364,Mal funcionamiento,31/01/2024,Cerrada,"['942-02-9734', '901-98-4874']",['MNT-00286'],3569233
365,Vandalismo,01/04/2024,Abierta,['436-63-7538'],['MNT-11750'],35051
366,Mal funcionamiento,12/08/2024,Cerrada,"['859-44-1070', '400-04-9068', '669-84-3016']","['MNT-02814', 'MNT-14642']",3580737
367,Mal funcionamiento,19/07/2024,Cerrada,"['939-33-6124', '116-95-2791', '711-33-4768']",['MNT-07313'],58227
368,Vandalismo,05/05/2024,Abierta,['451-97-5461'],['MNT-01221'],9294731
369,Desgaste,22/05/2024,Cerrada,"['870-54-8063', '436-41-0036']",['MNT-04598'],5659247
370,Rotura,07/06/2024,Abierta,"['258-83-0473', '357-92-9625']","['MNT-13012', 'MNT-13713']",8941070
371,Desgaste,29/10/2023,Cerrada,"['986-84-7865', '220-32-0711']",['MNT-01532'],3575589
372,Desgaste,13/11/2023,Abierta,"['011-33-8059', '811-98-6189', '321-73-2803']",['MNT-08798'],7603149
373,Mal funcionamiento,14/01/2024,Cerrada,"['809-99-6731', '866-87-6479']",['MNT-02739'],3997080
374,Vandalismo,10/08/2024,Cerrada,"['602-52-6761', '907-08-8113']",['MNT-14903'],5089675
375,Desgaste,07/04/2024,Cerrada,['559-08-6664'],['MNT-09558'],5174663
376,Desgaste,26/04/2024,Cerrada,"['968-27-4035', '372-28-9340', '858-14-5364']",['MNT-12094'],3566825
377,Mal funcionamiento,19/03/2024,Cerrada,"['894-28-8127', '770-38-7376']",['MNT-05340'],53090
378,Desgaste,29/06/2024,Abierta,"['365-23-1486', '791-41-9096']",['MNT-14903'],5089675
379,Mal funcionamiento,03/09/2024,Cerrada,"['547-78-2911', '291-85-9966']",['MNT-14494'],9155792
380,Mal funcionamiento,18/12/2023,Cerrada,"['157-12-5002', '693-28-5928', '715-75-8117']",['MNT-04862'],9392199
381,Rotura,16/08/2024,Abierta,['384-77-5446'],['MNT-04835'],19862
382,Rotura,19/07/2024,Cerrada,"['582-97-0913', '155-24-6243']",['MNT-09354'],24670
383,Vandalismo,16/05/2024,Abierta,['707-55-2847'],['MNT-09014'],20935
384,Vandalismo,19/07/2024,Cerrada,['377-94-5948'],['MNT-05858'],58367
385,Desgaste,13/01/2024,Cerrada,"['254-30-8935', '027-83-3206', '682-09-9738']","['MNT-04152', 'MNT-05684']",32676
386,Desgaste,09/11/2023,Cerrada,['277-82-9415'],['MNT-14892'],32747
387,Vandalismo,04/07/2024,Abierta,"['340-55-7004', '110-01-1093']",['MNT-04793'],3568800
388,Desgaste,29/02/2024,Abierta,['414-81-5353'],"['MNT-06300', 'MNT-07661']",5249140
389,Desgaste,19/04/2024,Abierta,"['300-00-0761', '643-55-1622']",['MNT-11118'],3581538
390,Rotura,27/01/2024,Abierta,['373-48-0768'],"['MNT-05193', 'MNT-14801']",20775
391,Vandalismo,02/11/2023,Abierta,"['317-59-9842', '736-87-7193']",['MNT-14619'],9494917
392,Rotura,29/04/2024,Abierta,"['337-99-0776', '844-57-5852', '047-72-0179']",['MNT-06789'],9493140
393,Mal funcionamiento,17/09/2024,Abierta,['918-02-3679'],['MNT-10439'],59766
394,Rotura,15/01/2024,Abierta,['627-59-1873'],['MNT-12865'],21472
395,Rotura,18/07/2024,Cerrada,"['729-48-9155', '797-04-6512', '709-59-6919']",['MNT-09859'],20746
396,Vandalismo,28/10/2023,Abierta,"['634-04-7469', '768-10-6245']","['MNT-08039', 'MNT-11158', 'MNT-13242']",6878890
397,Vandalismo,10/09/2024,Cerrada,"['945-51-6477', '805-46-4942', '161-05-5834']",['MNT-01085'],5173534
398,Vandalismo,21/03/2024,Cerrada,"['677-95-6551', '847-44-2878', '525-59-1101']",['MNT-13982'],24918
399,Rotura,28/12/2023,Cerrada,"['137-62-2365', '030-48-3933', '488-92-2085']",['MNT-03170'],9285425
400,Desgaste,28/04/2024,Abierta,"['716-95-9620', '302-46-1759', '779-99-5071']",['MNT-10171'],9424309
401,Mal funcionamiento,12/06/2024,Cerrada,"['729-25-9421', '125-37-3182', '812-19-5301']",['MNT-12971'],33629
402,Rotura,04/09/2024,Abierta,['321-68-0919'],"['MNT-00536', 'MNT-12870']",24987
403,Rotura,24/08/2024,Abierta,"['176-62-9681', '282-32-7349']","['MNT-02323', 'MNT-09329', 'MNT-10517']",7862444
404,Desgaste,20/11/2023,Cerrada,"['331-49-0029', '358-18-4485', '612-37-3694']",['MNT-01807'],22013
405,Vandalismo,21/03/2024,Cerrada,"['627-59-1873', '378-07-7393']",['MNT-04620'],5237095
406,Mal funcionamiento,30/09/2024,Cerrada,"['375-01-0537', '915-55-4834']",['MNT-09257'],9176866
407,Rotura,09/12/2024,Cerrada,"['279-86-2000', '361-35-1201']","['MNT-05192', 'MNT-11291']",52268
408,Rotura,13/06/2024,Abierta,"['426-37-4384', '554-58-9624']",['MNT-02696'],9223983
409,Desgaste,05/07/2024,Cerrada,"['075-20-1956', '519-40-0800']","['MNT-06856', 'MNT-10724']",3575771
410,Mal funcionamiento,18/04/2024,Cerrada,"['946-29-3273', '528-43-1569']",['MNT-02546'],5658469
411,Vandalismo,30/10/2023,Cerrada,['545-13-7272'],['MNT-09351'],8225529
412,Desgaste,18/02/2024,Cerrada,['552-64-5966'],['MNT-01548'],22111
413,Mal funcionamiento,03/08/2024,Cerrada,['754-63-5089'],['MNT-01006'],19935
414,Rotura,26/06/2024,Cerrada,"['392-32-3808', '825-30-9012', '343-83-8765']",['MNT-04020'],3573455
415,Mal funcionamiento,26/09/2024,Abierta,['046-89-5764'],['MNT-08798'],7603149
416,Vandalismo,29/11/2023,Abierta,"['223-08-2682', '853-62-8624']",['MNT-04981'],32807
417,Rotura,30/05/2024,Cerrada,"['723-89-4908', '911-94-5297']",['MNT-07675'],32947
418,Desgaste,03/02/2024,Cerrada,['106-29-1680'],['MNT-06815'],7924208
419,Desgaste,25/10/2023,Cerrada,"['764-34-5923', '564-49-2033', '060-85-1683']","['MNT-08190', 'MNT-09211']",20788
420,Desgaste,23/07/2024,Cerrada,['448-99-2941'],['MNT-00939'],59709
421,Vandalismo,26/08/2024,Cerrada,"['996-53-5892', '582-53-2389', '777-11-6228']","['MNT-04384', 'MNT-05002']",35143
422,Vandalismo,29/08/2024,Cerrada,"['029-00-6239', '217-32-5172', '802-02-2509']",['MNT-06822'],7591729
423,Vandalismo,16/04/2024,Abierta,['594-31-9895'],['MNT-00776'],9435192
424,Vandalismo,24/04/2024,Abierta,"['424-86-4616', '492-18-9211', '730-83-9340']",['MNT-03327'],7362879
425,Vandalismo,31/10/2023,Cerrada,"['660-42-3037', '375-38-6947', '977-20-1996']","['MNT-02043', 'MNT-10060']",58592
426,Rotura,18/12/2023,Cerrada,"['329-36-8638', '781-80-1768', '702-65-3560']","['MNT-08580', 'MNT-13975']",25637
427,Desgaste,13/02/2024,Abierta,['292-84-3734'],['MNT-13637'],22095
428,Vandalismo,12/04/2024,Cerrada,"['077-98-5599', '821-11-8778', '065-34-3277']","['MNT-08190', 'MNT-09211']",20788
429,Vandalismo,26/08/2024,Abierta,['980-51-9786'],"['MNT-10307', 'MNT-11092']",7247861
430,Mal funcionamiento,18/10/2023,Abierta,"['344-18-0353', '496-48-6686', '414-59-4433']","['MNT-01507', 'MNT-06472']",3579847
431,Rotura,14/08/2024,Cerrada,"['122-92-6750', '293-31-6681', '599-62-2214']",['MNT-03964'],4963321
432,Vandalismo,26/04/2024,Cerrada,['061-43-7724'],"['MNT-05253', 'MNT-14252']",57969
433,Vandalismo,26/05/2024,Cerrada,"['040-65-9038', '770-23-4485']",['MNT-14496'],9192712
434,Desgaste,28/02/2024,Cerrada,"['263-53-7322', '362-39-8980']","['MNT-07091', 'MNT-11718']",9492624
435,Vandalismo,04/06/2024,Abierta,"['500-90-6672', '910-15-2936', '651-87-3076']","['MNT-00292', 'MNT-05109']",34782
436,Vandalismo,15/06/2024,Cerrada,"['194-02-3881', '580-98-3277']","['MNT-05310', 'MNT-12407']",7602208
437,Vandalismo,08/05/2024,Abierta,['590-79-0848'],"['MNT-05833', 'MNT-11113']",58716
438,Rotura,06/06/2024,Abierta,['764-59-8212'],['MNT-04744'],9433312
439,Mal funcionamiento,05/01/2024,Cerrada,"['299-37-1983', '367-61-7037', '477-96-2604']",['MNT-08459'],5658746
440,Rotura,06/03/2024,Cerrada,"['180-00-1707', '069-41-2567', '753-53-8828']",['MNT-14723'],9183466
441,Vandalismo,07/09/2024,Cerrada,"['797-75-4118', '800-24-3767', '722-94-4037']",['MNT-04636'],5025118
442,Desgaste,17/04/2024,Abierta,"['084-20-7077', '019-76-3185', '809-46-4991']",['MNT-01403'],8891776
443,Vandalismo,14/12/2023,Abierta,['370-12-4785'],['MNT-10674'],22406
444,Rotura,07/06/2024,Abierta,['206-55-0360'],['MNT-14613'],7870210
445,Mal funcionamiento,23/04/2024,Abierta,"['615-18-8150', '328-44-9111']",['MNT-08380'],7537981
446,Rotura,24/08/2024,Abierta,"['777-83-3865', '293-50-0715']",['MNT-14520'],59758
447,Rotura,07/06/2024,Cerrada,"['372-20-0276', '854-22-9087', '226-97-8091']",['MNT-10955'],59379
448,Mal funcionamiento,19/03/2024,Abierta,"['677-95-6551', '242-83-2992']",['MNT-05615'],6878842
449,Mal funcionamiento,09/03/2024,Cerrada,"['685-45-9153', '612-80-7200', '461-96-2103']",['MNT-14982'],5659550
450,Desgaste,23/02/2024,Cerrada,"['375-55-1786', '780-02-3597', '861-61-9714']",['MNT-07836'],7794406
451,Vandalismo,24/01/2024,Cerrada,['641-23-8998'],['MNT-10645'],3580771
452,Desgaste,07/08/2024,Abierta,"['058-14-8277', '814-13-1286', '252-65-6716']",['MNT-08137'],59946
453,Mal funcionamiento,13/03/2024,Cerrada,['302-36-7440'],"['MNT-03621', 'MNT-13025']",5659236
454,Rotura,03/07/2024,Abierta,['522-97-2424'],['MNT-07670'],5226191
455,Vandalismo,08/04/2024,Cerrada,['510-15-3746'],['MNT-07099'],3530346
456,Rotura,23/03/2024,Abierta,"['566-72-6302', '610-04-1788', '985-21-9108']",['MNT-08288'],9177697
457,Vandalismo,07/03/2024,Cerrada,['208-76-2098'],['MNT-09101'],24815
458,Mal funcionamiento,01/12/2023,Cerrada,"['950-24-9883', '175-50-2520']",['MNT-09038'],4963711
459,Vandalismo,29/03/2024,Abierta,['111-02-5121'],['MNT-13994'],9181007
460,Vandalismo,07/09/2024,Abierta,"['663-27-1463', '418-73-0560']",['MNT-07282'],3530626
461,Vandalismo,14/06/2024,Abierta,['092-31-8274'],['MNT-11364'],3569196
462,Vandalismo,02/07/2024,Abierta,['544-00-6244'],['MNT-04091'],59692
463,Mal funcionamiento,28/02/2024,Cerrada,['657-49-0915'],['MNT-07043'],20206
464,Desgaste,29/10/2023,Abierta,"['887-24-3603', '550-27-1829']",['MNT-05430'],3580726
465,Mal funcionamiento,01/03/2024,Cerrada,['252-74-0317'],['MNT-00963'],5659124
466,Desgaste,05/02/2024,Cerrada,['507-54-9719'],['MNT-07708'],7802478
467,Mal funcionamiento,25/06/2024,Cerrada,"['631-47-8006', '126-99-5131', '893-25-1753']",['MNT-03749'],9288603
468,Desgaste,30/05/2024,Abierta,['106-94-0080'],['MNT-13276'],32916
469,Desgaste,10/08/2024,Cerrada,"['891-43-8203', '724-07-0628', '092-00-2589']",['MNT-02121'],22109
470,Rotura,16/02/2024,Abierta,['808-92-0953'],['MNT-14050'],34158
471,Desgaste,22/09/2024,Abierta,"['059-92-3603', '947-40-1508']",['MNT-01922'],6777727
472,Desgaste,12/02/2024,Cerrada,"['619-37-2886', '333-22-2153', '946-04-6667']",['MNT-07399'],9177954
473,Mal funcionamiento,07/06/2024,Cerrada,"['198-18-3268', '340-55-7004', '966-02-8203']",['MNT-03920'],9398285
474,Rotura,05/11/2023,Abierta,['181-22-1418'],['MNT-02185'],58923
475,Mal funcionamiento,21/09/2024,Abierta,"['302-08-3955', '131-23-5120']",['MNT-12205'],9288630
476,Mal funcionamiento,20/03/2024,Cerrada,"['859-11-0798', '773-11-8148', '254-98-9565']",['MNT-07629'],25714
477,Desgaste,14/06/2024,Cerrada,['674-83-2362'],['MNT-08381'],7537975
478,Desgaste,06/01/2024,Cerrada,['009-43-4230'],"['MNT-06362', 'MNT-06872', 'MNT-11424']",7294620
479,Mal funcionamiento,26/10/2023,Cerrada,['692-95-5870'],['MNT-14736'],59988
480,Rotura,22/07/2024,Cerrada,['098-84-4503'],['MNT-13677'],5239362
481,Mal funcionamiento,13/08/2024,Cerrada,"['802-66-2994', '223-97-7937', '422-04-9416']",['MNT-05936'],21804
482,Vandalismo,12/03/2024,Abierta,"['341-17-8059', '156-93-0963']",['MNT-04545'],4988096
483,Desgaste,12/06/2023,Cerrada,"['066-91-5081', '256-62-9547']",['MNT-10988'],3569254
484,Rotura,13/11/2023,Cerrada,"['399-43-8156', '278-94-0599']",['MNT-09410'],59819
485,Rotura,31/07/2024,Cerrada,"['845-18-5526', '399-43-8156']",['MNT-09117'],9402644
486,Mal funcionamiento,12/04/2024,Abierta,"['261-82-6021', '244-04-0014']",['MNT-05977'],33448
487,Vandalismo,05/08/2024,Abierta,"['553-16-4179', '058-13-7923', '586-88-4233']","['MNT-02802', 'MNT-05025']",8909798
488,Vandalismo,04/10/2024,Abierta,"['493-39-1793', '062-35-7268']",['MNT-09172'],33741
489,Vandalismo,07/04/2024,Abierta,['790-13-6581'],['MNT-14048'],25755
490,Mal funcionamiento,27/11/2023,Cerrada,"['506-84-5479', '502-72-9545']",['MNT-03620'],33776
491,Mal funcionamiento,03/02/2024,Abierta,"['419-24-7904', '523-74-6514', '988-91-1698']",['MNT-11913'],24786
